,fc
RNF224,-6.02685981322796
RNF227,-0.117531830132845
RNF24,-0.15353666192137
RNF25,0.208050241900128
RNF26,-0.111633077018432
RNF2P1,0.679784248136571
RNF31,0.514586866595091
RNF32,0.0193526124125193
RNF34,-0.067182378952268
RNF38,-0.482546387625381
RNF4,-1.09791280273823
RNF40,-0.263654284175618
RNF41,-0.0413590512863229
RNF44,0.256203284514495
RNF5,0.351926991371786
RNF5P1,-0.4754296337932
RNF6,1.02369027074005
RNF7,-0.144720358933688
RNF8,0.323368176244305
RNFT1,-0.311400291999081
RNFT1-DT,-0.498047845228885
RNFT2,-1.03399016286702
RNGTT,-0.337459143985364
RNH1,0.221690832746131
RNLS,-0.17307354445307
RNMT,-0.272335011601212
RNPC3,-0.150902500093063
RNPEP,-0.040608744138433
RNPEPL1,0.208946266632026
RNPS1,-0.900511762619484
RNPS1P1,0.903346639830344
RNU1-1,0.695996093932161
RNU1-125P,0.903604755620974
RNU1-143P,-0.0976800431227947
RNU1-149P,-1.68878554952733
RNU1-153P,-3.70834028541982
RNU1-2,0.448190375831699
RNU1-27P,0.0883248692746201
RNU1-28P,0.168142504074674
RNU1-3,0.695996093932161
RNU1-4,0.608691480753686
RNU1-47P,-1.7067975385667
RNU1-68P,0.0635914882339701
RNU2-11P,-1.02814158522243
RNU2-2P,1.02458730988982
RNU4-1,-0.864835849342375
RNU4-14P,-0.491352164802906
RNU4-2,-0.61323171585689
RNU4-32P,1.06081192318365
RNU4-39P,-2.15878403303058
RNU4-46P,-0.110662553784797
RNU4ATAC18P,0.444119662415331
RNU5A-1,1.14213365266355
RNU5B-1,-1.4518911730061
RNU5D-1,-2.12256065664295
RNU5E-10P,-1.01037384219298
RNU5F-1,-3.69565502409897
RNU6-1,0.342868051152905
RNU6-1046P,-1.58280498924446
RNU6-1091P,-1.15894408478396
RNU6-1099P,-0.843229128772136
RNU6-112P,-4.22665638508774
RNU6-1153P,-0.830994178053431
RNU6-11P,-0.240856738724217
RNU6-1203P,-0.830994178053431
RNU6-1209P,-2.49386328824013
RNU6-1240P,-1.89117322458211
RNU6-1251P,-1.58280498924446
RNU6-125P,0.430847960053038
RNU6-1330P,0.928785351689098
RNU6-1337P,-1.80140441467751
RNU6-137P,0.934933594671181
RNU6-13P,-0.861465949283488
RNU6-146P,-3.07787664726598
RNU6-16P,0.857169035437693
RNU6-195P,-0.173974435557314
RNU6-2,-0.66358038967861
RNU6-244P,1.65851568456954
RNU6-25P,-1.71954656523559
RNU6-26P,1.58353245221811
RNU6-282P,-3.07178939440605
RNU6-29P,-3.85769842807129
RNU6-307P,-0.519996754300431
RNU6-322P,1.79006035320889
RNU6-327P,-2.30534030478497
RNU6-33P,-0.543767557590691
RNU6-36P,-0.411844488817941
RNU6-39P,0.245432219684242
RNU6-3P,-0.124865106450827
RNU6-415P,-0.889953486364076
RNU6-42P,3.70756444683843
RNU6-43P,-1.58280498924446
RNU6-469P,-0.091033654469045
RNU6-46P,-0.614748194640436
RNU6-481P,-0.0743895832329968
RNU6-48P,-3.01733818393028
RNU6-4P,-0.495845171643963
RNU6-510P,-2.43854801475931
RNU6-513P,-0.380249406463135
RNU6-516P,0.162517246477558
RNU6-531P,-0.384439494241261
RNU6-539P,-0.0384579905785819
RNU6-547P,-3.12131335134269
RNU6-574P,1.41348069407892
RNU6-5P,-0.311771073853676
RNU6-658P,-2.1372109295521
RNU6-669P,-1.0291947962753
RNU6-6P,0.0357290960143369
RNU6-7,-1.41398687229286
RNU6-722P,-1.39461411390683
RNU6-767P,0.606310016147923
RNU6-8,-1.29636145164282
RNU6-882P,-1.27590957647317
RNU6-9,0.182152771496632
RNU6-914P,-0.744278977885314
RNU6-925P,0.70994085090675
RNU6-937P,-0.818726892453302
RNU6-941P,0.21682982458261
RNU6-945P,-2.98697425715836
RNU6-94P,0.890425954910113
RNU6-951P,0.917946375215014
RNU6ATAC27P,-4.28226324636674
RNU7-1,-0.0686567323217955
RNU7-45P,0.286849984208751
RNU7-49P,-2.45196110071975
RNU7-75P,-1.30381776931435
RNVU1-1,0.676819129529089
RNVU1-18,0.741363980652297
RNVU1-2,1.83097209472028
RNVU1-27,-3.32701332976478
RNVU1-28,-1.95528539705489
RNVU1-29,0.760304813826738
RNVU1-31,-0.322394702205148
RNVU1-32,0.360863382618001
RNVU1-6,1.66975886039209
RNVU1-7,0.476303047577688
RNY1P9,1.05727327784437
RNY3P15,-5.49751047577962
RNY3P8,0.0156708403487757
RNY4P36,-1.17675521467345
RO60,-0.581450024703456
ROBO3,-0.0171912076189976
ROCK1,-0.0238535024834262
ROCK1P1,0.218369850052574
ROCK2,-0.242941951303334
ROGDI,-1.38933742285139
ROM1,-0.713752365384841
ROMO1,-0.242295252800781
ROPN1,-6.21467998873666
ROPN1B,-0.652378491425525
ROPN1L,-0.23526193447768
ROR1,-0.217325832850438
ROR2,-0.413023466875299
RORA,0.150526758954216
RORC,-1.31149359038864
RP1,2.65536231027893
RP2,0.625709070472894
RP9,0.451377996538241
RP9P,0.180922547955972
RPA1,0.176805473507413
RPA2,0.441537694081854
RPA3,0.00971141199385887
RPAIN,-0.0278371236422529
RPAP1,-0.206873293862652
RPAP2,0.573160088220379
RPAP3,0.235347513977455
RPARP-AS1,0.308517172456913
RPE,0.196877313109284
RPEL1,-0.297081810606585
RPEP4,-0.180688888366832
RPF1,-0.695638513266435
RPF2,-0.431374350360006
RPF2P1,-0.608798041338371
RPGR,0.348583348939988
RPGRIP1,-0.69827532819585
RPGRIP1L,0.0791052283931008
RPH3AL,0.0554247845644233
RPIA,-0.623341885100435
RPL10,0.304609607274951
RPL10A,0.376991785863288
RPL10AP2,-0.280626046409448
RPL10AP6,-0.281262467209399
RPL10P1,0.0728275132828719
RPL10P15,-1.03397206019121
RPL10P16,-0.152813878783303
RPL10P6,-0.221071553567396
RPL10P7,-1.0178868682168
RPL10P8,-1.85671324767325
RPL10P9,-0.419912261666492
RPL11,-0.525167657866427
RPL12,0.481173594157739
RPL12P1,0.24228988531771
RPL12P10,0.530910342824315
RPL12P12,-0.661186470039759
RPL12P15,0.210975263723616
RPL12P16,-0.527378639904036
RPL12P17,1.54513219166747
RPL12P19,-1.3818578175438
RPL12P23,-2.12256065664295
RPL12P35,-0.456174499916258
RPL12P37,0.782935214230455
RPL12P38,0.121844920899926
RPL12P4,-0.764514428077466
RPL12P41,-2.58490637389289
RPL12P6,-0.397664871843408
RPL12P8,-0.24786637632825
RPL12P9,-5.12792523824825
RPL13,0.500178831440004
RPL13A,0.483108139700665
RPL13AP20,0.233153946265182
RPL13AP25,-0.188827797303637
RPL13AP3,-2.63979825821338
RPL13AP5,-0.488528735016208
RPL13AP6,1.71428570126388
RPL13AP7,-0.591921980886939
RPL13P12,-0.422366619259365
RPL13P5,0.594606336690113
RPL13P6,-1.08104267822624
RPL14,0.389639659625209
RPL14P1,-0.358125854964279
RPL14P3,-0.383107472744328
RPL15,0.229980592511092
RPL15P14,-0.066087987658347
RPL15P18,-0.735476090995262
RPL15P2,-0.0445501490464535
RPL15P20,-0.114979708457268
RPL15P3,-0.309036522597589
RPL15P5,-0.0131634101070994
RPL17,0.0966304917041962
RPL17P22,-2.10214352059341
RPL17P34,0.095457165906931
RPL17P36,-0.184995616821068
RPL17P43,-3.03214040561658
RPL18,0.564737143740449
RPL18A,0.401992496665279
RPL18AP16,0.52204802834532
RPL18AP3,-0.337259337177404
RPL18AP7,0.583817753357124
RPL18P13,0.63327926861675
RPL19,0.232793788228344
RPL19P21,0.433989386897521
RPL21,0.28122463664786
RPL21P11,-0.461801170420896
RPL21P116,0.40720259001618
RPL21P119,-0.322194909614301
RPL21P120,0.0602688605087926
RPL21P134,0.494345382736623
RPL21P16,-0.261424192174489
RPL21P17,-0.917151939486253
RPL21P18,-0.555686684394364
RPL21P28,-0.215333189448738
RPL21P39,-0.380144541914391
RPL21P4,2.64573937923606
RPL21P54,0.294195596438439
RPL21P75,-0.257432026907363
RPL21P8,0.633860114026281
RPL21P89,-1.44913520189622
RPL21P92,-0.830994178053431
RPL21P93,-0.17871432727573
RPL22,0.34611810714994
RPL22L1,-1.63643820891984
RPL22P1,-0.307369431408806
RPL22P16,0.18766234691943
RPL22P2,-0.486685539163862
RPL22P3,0.621923732945943
RPL23,0.215903568762607
RPL23A,0.126733133576262
RPL23AP1,-1.26137388920015
RPL23AP10,-0.963902426687807
RPL23AP18,-1.16949414942319
RPL23AP2,-0.0834303258312846
RPL23AP25,0.203352459205926
RPL23AP38,0.944469565251539
RPL23AP39,-0.10965566581045
RPL23AP4,0.943967406781721
RPL23AP42,-0.0911316275768833
RPL23AP43,-0.244803294612079
RPL23AP53,-0.760112344238002
RPL23AP55,-3.48396587127773
RPL23AP57,-0.68232831659925
RPL23AP64,-0.128240632364212
RPL23AP65,-0.118050068961796
RPL23AP67,-1.55653464869753
RPL23AP7,0.951029785059199
RPL23AP74,-0.117959539700033
RPL23AP77,0.359070467165286
RPL23AP82,0.732434381462054
RPL23AP87,0.363279550813719
RPL23P2,0.449364964225013
RPL23P8,-0.74933594222968
RPL24,0.289826517151127
RPL24P2,-0.507255088613858
RPL24P4,0.0152472252962231
RPL24P7,-0.842754596566773
RPL24P8,-0.172793177130618
RPL26,0.138189986524433
RPL26L1,-1.74594117413947
RPL26P19,-0.161255544296411
RPL26P30,1.77931196048605
RPL26P6,0.477005127425785
RPL27,0.258592921762263
RPL27A,0.476610421043619
RPL27AP5,-1.89337946870588
RPL28,0.414418155347262
RPL29,0.677434879271652
RPL29P11,-0.641463584001142
RPL29P12,-0.231193734853643
RPL29P14,1.00847267467201
RPL29P23,-1.84667592288648
RPL29P3,0.317878901317662
RPL29P30,-2.52502213419877
RPL29P33,-0.889223655018753
RPL29P7,-2.15646649516889
RPL3,0.113005573669202
RPL30,-0.222911070011471
RPL31,0.174131935148265
RPL31P11,-0.237223199738571
RPL31P15,-0.110662553784797
RPL31P17,-0.808544691830034
RPL31P2,-1.15107521055995
RPL31P49,-0.114650597386894
RPL31P61,0.434206419844889
RPL31P7,-0.830994178053431
RPL32,0.236551447404492
RPL32P29,-1.51421007250703
RPL32P3,-0.0790251891347577
RPL32P34,2.16643601554893
RPL34,0.146158125593842
RPL34-AS1,-2.68054733166857
RPL34P18,0.584269519592252
RPL34P27,0.0203124185157536
RPL34P31,-0.387114977667442
RPL34P34,0.106924338174672
RPL35,0.305107722905021
RPL35A,0.291926601560879
RPL35AP32,-0.434440059844103
RPL35P1,-0.950122580962028
RPL35P2,-0.312569831967445
RPL35P3,0.220526214992371
RPL35P5,-0.140050110689329
RPL36,0.289406527713499
RPL36A,0.154196902756135
RPL36AL,-0.00310562034500504
RPL36AP15,-3.6040927886382
RPL36AP21,0.591199028705678
RPL36AP40,-1.58280498924446
RPL37,0.149818705873468
RPL37A,0.29719651374894
RPL37AP1,-0.121441330802802
RPL37P1,-2.80097256191559
RPL37P2,-0.205018343760356
RPL37P23,0.0558668575081366
RPL37P6,0.847824861607154
RPL38,-0.205696097788417
RPL38P5,0.604634669582179
RPL39,-0.11338012421039
RPL39L,-0.897363400763609
RPL39P3,-0.121395762339769
RPL39P34,0.276609783170499
RPL39P40,2.20701473818663
RPL39P5,-0.0227459485356381
RPL3L,0.427541945047367
RPL3P1,-1.6584304365998
RPL3P2,-0.567663480361302
RPL3P4,-0.11656508745565
RPL3P6,-0.313011669486604
RPL3P7,0.376989362369658
RPL3P9,0.769655509496476
RPL4,0.68467464013856
RPL41,-0.238541369051188
RPL41P1,-0.220828397586952
RPL41P2,-0.148295673760139
RPL41P5,-0.215672736847682
RPL4P2,-1.58089252995421
RPL4P3,-1.58102566380625
RPL4P4,0.15449188749078
RPL4P5,-0.565041017046415
RPL4P6,-1.23053249077625
RPL5,0.417750017793067
RPL5P1,0.449483259079975
RPL5P12,-0.611107758131584
RPL5P17,-0.344794671750013
RPL5P18,-4.519796516318
RPL5P22,-0.519543794042215
RPL5P23,0.185169699736024
RPL5P3,-1.09170704548488
RPL5P30,1.67604823298559
RPL5P34,-0.588429269989139
RPL5P4,-1.65278714281135
RPL5P5,-0.360365102476236
RPL5P9,0.262094714294324
RPL6,0.0896756509697199
RPL6P27,-0.107446145372329
RPL7,0.148922571410338
RPL7A,0.504014032246045
RPL7AP10,-3.84124443821358
RPL7AP11,-0.431043596656697
RPL7AP14,-0.845861564943646
RPL7AP30,-0.348799990591137
RPL7AP31,-0.979348142353896
RPL7AP34,-0.0975878895757332
RPL7AP4,-1.58280498924446
RPL7AP49,-1.57177399163348
RPL7AP50,-0.346935286899325
RPL7AP53,-0.516296338716145
RPL7AP58,-3.70579607286351
RPL7AP6,-0.950136291827937
RPL7AP60,-1.66193941506431
RPL7AP66,-0.496012074714834
RPL7L1,-0.132165065971435
RPL7L1P11,1.55467100383295
RPL7L1P8,-2.89281238414695
RPL7L1P9,0.367245621237209
RPL7P1,-0.120250313709075
RPL7P19,-0.418349639199405
RPL7P20,0.944469565251539
RPL7P21,0.0728712489469351
RPL7P22,-0.573251297481029
RPL7P23,-0.17005588419997
RPL7P26,0.877222780438285
RPL7P32,-0.409282012528701
RPL7P46,-0.513715840574307
RPL7P47,-0.0391596911189203
RPL7P48,0.928992106366005
RPL7P50,-0.234200175023909
RPL7P57,0.932173462858458
RPL7P6,-1.29902855304159
RPL7P7,-0.119918953985121
RPL7P9,-0.185774812326258
RPL8,0.264702084413077
RPL9,0.718081888194267
RPL9P18,0.409806066066559
RPL9P21,-1.79792491175948
RPL9P25,-0.492081885107669
RPL9P3,-0.377752153190835
RPL9P32,-0.671068161098174
RPL9P7,-0.713559043799024
RPLP0,0.768941528637568
RPLP0P2,-0.66345896577499
RPLP0P6,-0.199802363841013
RPLP1,0.200874235773207
RPLP1P6,0.687421177841833
RPLP2,0.411213592040345
RPN1,-0.5035562805161
RPN2,0.0104923776930667
RPP14,-0.137989963884767
RPP21,-0.475926102641692
RPP25,0.0294457705659631
RPP25L,0.153563356137801
RPP30,0.0730532251341911
RPP38,0.248905782734229
RPP40,0.165892013307088
RPPH1,-0.428005053711693
RPRD1A,-0.066094402307569
RPRD1B,-0.279192690743691
RPRD2,-0.043910120704553
RPS10,0.210329779698235
RPS10-NUDT3,-1.22015604507327
RPS10P3,-0.382401292201614
RPS10P5,1.66409043483113
RPS10P7,1.45430070573363
RPS11,0.19835691639526
RPS11P5,0.129343706062252
RPS12,0.0431370808133974
RPS12P26,-0.480730205534898
RPS12P3,-0.887668962208715
RPS12P31,-0.599590164421086
RPS12P4,-2.60448342303582
RPS13,0.180932986861989
RPS13P2,-0.298046940850041
RPS14,0.302022972258327
RPS14P8,-0.389072953768355
RPS15,0.599375044820571
RPS15A,0.496263220168478
RPS15AP1,-0.434774319748869
RPS15AP11,0.163963255470002
RPS15AP12,-0.152030270933807
RPS15AP17,0.0686303061557376
RPS15AP24,-0.23455041987723
RPS15AP36,-1.87783473279195
RPS15AP38,-0.574374798920194
RPS15P4,-0.627978944813305
RPS15P5,-0.698663520415432
RPS16,0.350956597021154
RPS17,-0.104257897976344
RPS17P5,0.547110077892495
RPS18,0.282753405124009
RPS18P12,-0.116087305667004
RPS18P9,-0.518460607399292
RPS19,0.449378459560465
RPS19BP1,-0.313598968948239
RPS19P1,-0.445030122678666
RPS19P3,-0.214476480640105
RPS2,0.45448045719784
RPS20,0.0544114343686823
RPS20P10,-1.9677804351642
RPS20P14,0.124471660751874
RPS20P21,-0.110662553784797
RPS20P33,0.0719672424138104
RPS21,0.309857195057827
RPS21P1,-1.51886225422426
RPS23,0.0870808587974059
RPS23P8,-0.193775380247511
RPS24,0.152105936627367
RPS24P14,-2.12256065664295
RPS24P8,0.359057919903454
RPS25,0.208716798391261
RPS26,-0.0817595990611997
RPS26P11,0.38943818238529
RPS26P15,0.00302007576543967
RPS26P19,-0.829949927238432
RPS26P28,-0.00803799468540167
RPS26P3,0.0755480272724249
RPS26P31,0.383374660441899
RPS26P38,1.49347521690287
RPS26P47,0.0498677339211863
RPS26P6,0.0471431683937069
RPS26P8,0.0397189203884495
RPS27,-0.264587345110621
RPS27A,-0.0995140881884924
RPS27AP1,0.287962394756039
RPS27AP11,-0.237522165230177
RPS27AP12,-8.01334680808841E-4
RPS27AP16,-0.0809516261352553
RPS27AP2,-1.08899396581078
RPS27AP5,-0.0775746225159155
RPS27L,0.221647584553715
RPS27P21,0.270688882790788
RPS27P25,0.0450505086164995
RPS27P26,-1.58280498924446
RPS27P29,-0.381654503860547
RPS28,-0.394144584322068
RPS28P5,-0.937218985936372
RPS28P7,-0.436706617705861
RPS29,-0.421769860831776
RPS29P11,0.902221199392919
RPS29P16,-1.47983951756728
RPS29P3,0.238576166691722
RPS29P5,-0.358492258854581
RPS2P1,-0.70748307615189
RPS2P2,0.65797517873705
RPS2P32,2.08385024327313
RPS2P4,-0.229832898643098
RPS2P46,-0.43583101098193
RPS2P48,-1.11538298805552
RPS2P5,-0.393118941643373
RPS2P55,-0.372092979488183
RPS2P7,-0.374475742519883
RPS3,0.357265233373545
RPS3A,0.319318712081005
RPS3AP20,-0.542696643345554
RPS3AP21,-0.245124120147782
RPS3AP25,-0.390381788665937
RPS3AP26,-0.173059600131956
RPS3AP29,-1.4962486530335
RPS3AP38,1.33947413015625
RPS3AP44,-0.0749910397662028
RPS3AP47,-0.252049456933056
RPS3AP49,-0.161484043718411
RPS3AP5,-0.332981658698575
RPS3AP6,-0.32301300006582
RPS3P1,-0.830994178053431
RPS3P6,0.338654146024168
RPS3P7,-1.58280498924446
RPS4X,-0.0051041061055577
RPS4XP11,-1.00358459363728
RPS4XP13,1.83756816689759
RPS4XP14,0.744323991303852
RPS4XP16,-1.06546915709156
RPS4XP17,1.97647476732626
RPS4XP2,-0.765597326820641
RPS4XP22,0.81309382724874
RPS4XP3,-3.48042868664777
RPS4XP6,0.0164015093161684
RPS4Y1,0.301197701853006
RPS5,0.364140894254936
RPS6,-0.143962931389426
RPS6KA1,-0.2174972899136
RPS6KA2,-0.0181662848865712
RPS6KA3,-0.328566033682337
RPS6KA4,-0.979008982445315
RPS6KA5,-0.57192879761812
RPS6KA6,-1.83034576752315
RPS6KB1,0.843049843728687
RPS6KB2,0.484970753073669
RPS6KC1,-0.944165992334031
RPS6KL1,-0.116518232597791
RPS6P25,-0.137861524991397
RPS6P8,-0.189481712215934
RPS7,0.10073872861343
RPS7P1,0.188081237861426
RPS7P10,-0.0864928071943795
RPS7P11,-0.0428721494719585
RPS7P14,1.11168661267382
RPS7P3,0.855480613242104
RPS7P4,0.164970200479342
RPS8,0.275550316239257
RPS8P10,-0.415200455728925
RPS9,0.488072173931537
RPS9P1,0.0279765219899473
RPSA,0.200980949557113
RPSAP12,-0.224872800281102
RPSAP14,0.419850202593015
RPSAP15,-0.217319105682947
RPSAP17,-0.285197627338913
RPSAP18,-0.200869085738181
RPSAP19,-0.0955037253340248
RPSAP26,0.617753457467468
RPSAP29,1.61725145830715
RPSAP3,0.149000226941634
RPSAP31,-1.51747859712123
RPSAP39,-0.10637729864188
RPSAP4,-0.170689053705279
RPSAP41,-0.601476406181536
RPSAP43,1.08281021286058
RPSAP44,0.164687260829285
RPSAP45,-0.109608117199045
RPSAP46,-0.0665493337738268
RPSAP47,0.142517823317509
RPSAP49,-1.19793740537854
RPSAP5,0.480508015153387
RPSAP53,-0.526827209143414
RPSAP54,-0.12688943821564
RPSAP6,0.264429683949681
RPSAP61,-0.177118783663373
RPSAP8,0.266126241533392
RPSAP9,-0.68170348360939
RPTOR,0.0395647593147861
RPUSD1,0.869847758549421
RPUSD2,-0.561837015444166
RPUSD3,-0.154267199312797
RPUSD4,-0.258557086466696
RRAD,-1.42593571859468
RRAGA,0.151751163707879
RRAGB,0.136171292789025
RRAGC,0.751429211466964
RRAGD,-0.114042388647042
RRAS,-0.00454630121005766
RRAS2,0.364452332643398
RRAS2P1,-0.431175765900717
RRBP1,-0.804823930787802
RREB1,0.141064488883264
RRM1,-0.0802615733099764
RRM2,0.135669767498925
RRM2B,-0.0492268313843347
RRN3,0.400931398340938
RRNAD1,0.348448880224001
RRP1,-0.292666911463927
RRP12,-1.00362411712266
RRP15,0.229362186477481
RRP1B,-0.4217024121603
RRP36,-0.357921176675044
RRP7A,-0.0808735950309324
RRP7BP,0.110980059408362
RRP8,-0.432076511049434
RRP9,0.0715185043894691
RRS1,-0.564788728414701
RSAD1,0.514300415656398
RSAD2,-5.12017321753152
RSBN1,0.256184199492973
RSBN1L,0.420722718274822
RSC1A1,-1.48887280576593
RSF1,-0.269247137672934
RSKR,0.453270561298755
RSL1D1,-0.331996266316741
RSL24D1,0.184616834528125
RSL24D1P1,-1.36701748182027
RSL24D1P6,1.33289792502777
RSPH1,2.61138132792644
RSPH14,-0.338783921356945
RSPH3,-0.0706528131116881
RSPH9,-0.702411560431534
RSPO3,1.991258028223
RSPO4,-2.01283688918073
RSPRY1,-0.353263369658686
RSRC1,-0.0509478052805452
RSRC2,-0.423808046285191
RSRP1,-0.953325583163187
RSU1,1.25549339997826
RTBDN,-2.27372115503985
RTCA,-0.0843467224965546
RTCA-AS1,-0.250523497818511
RTCB,0.131721110416929
RTEL1,-0.250502126264347
RTEL1-TNFRSF6B,-0.244264162726308
RTF1,-0.305378690206007
RTF2,0.0224930978430817
RTKN,0.431273808472376
RTKN2,-0.935828557189365
RTL1,-0.213126692615835
RTL10,-0.703190794155613
RTL6,-0.192868425900896
RTL8A,0.854737701524308
RTL8B,0.204243051943117
RTL8C,0.166009369516345
RTN1,-0.419372845858023
RTN2,0.635062237325148
RTN3,0.16384688085566
RTN3P1,-0.210615111199889
RTN4,0.245885917041228
RTN4IP1,0.288265204109548
RTN4R,-0.755163105132568
RTN4RL2,-1.1393007561141
RTRAF,0.083043128682726
RTRAFP1,1.72247153790511
RTTN,-0.592861221373453
RUBCN,0.408798889413645
RUBCNL,-0.412187480379078
RUFY1,0.313130103101483
RUFY2,-0.234715280932983
RUFY3,-0.83251912191627
RUNDC1,-0.491060194191444
RUNDC3A,-1.01617697092825
RUNDC3A-AS1,-3.05553934314483
RUNX1,-0.184931572786842
RUNX2,1.6660793989903
RUNX3,-0.250804538896961
RUSC1,-1.39143490371509
RUSC2,0.533420240160558
RUVBL1,-0.443575738435942
RUVBL2,-0.0987088074661828
RWDD1,-0.155202668861412
RWDD2A,-0.234416606032581
RWDD2B,-0.221071359674832
RWDD3,0.485824804772166
RWDD4,0.604303196345333
RWDD4P1,-0.802599399811926
RWDD4P2,0.312844132849549
RXFP4,1.79883916290775
RXRA,0.218658153099554
RXRB,0.269072205283638
RXYLT1,-0.00726784733413848
RYBP,0.362681125704246
RYK,-1.18174820804245
RYR1,1.38289142584866
RYR3,-2.47582990221777
S100A10,0.460196453625251
S100A11,-0.279783490460017
S100A13,3.13048573219498
S100A14,-1.64833432535129
S100A16,-0.30526321860542
S100A2,0.379109649853095
S100A3,0.00614465202906233
S100A4,-0.868902481901529
S100A6,-0.178371454648405
S100A9,0.559264058371883
S100P,0.517856479971048
S100PBP,0.185232109241493
S1PR2,-0.476344630191581
S1PR3,-1.27881550341129
S1PR4,0.570602542309904
S1PR5,-0.389083175015388
SAA1,-0.119971594376413
SAAL1,-0.222715937996557
SAC3D1,-0.305474251469041
SACM1L,0.82626570536867
SACS,0.191303384592125
SAE1,-0.0862358593441575
SAFB,-0.237025836599272
SAFB2,-0.292932674012118
SALL2,0.21932413993445
SALL4,1.45404771385525
SAMD1,0.201222385558411
SAMD10,-0.31204411295307
SAMD11,-0.620170933612892
SAMD12,1.36440519516045
SAMD14,-0.516108004381975
SAMD4A,0.0956823722189393
SAMD4B,-0.475759769372071
SAMD5,-5.26762623303618
SAMD8,0.0930918385668083
SAMD9,0.921270831185827
SAMHD1,0.232981023363123
SAMM50,-0.123022749362383
SAP130,0.0772408652918068
SAP18,-0.101757304862343
SAP18P2,-0.830994178053431
SAP25,0.358252127391337
SAP30,0.0815405282447062
SAP30-DT,-0.44979709383923
SAP30BP,0.0263574706906355
SAP30L,-0.16101077448655
SAP30L-AS1,5.58599718173357
SAPCD1,0.591822294177752
SAPCD2,-0.649769471165163
SAR1A,0.0580178015013803
SAR1AP1,-2.12256065664295
SAR1B,-0.0754944720371208
SARAF,-0.255644028123028
SARDH,-2.25365127426738
SARM1,-1.02384877411413
SARNP,-0.35412556660473
SARS1,-0.679515351536977
SARS2,0.801623338918408
SART1,-1.46236200169267
SART3,-0.427025919572316
SASH1,0.0854920725488781
SASS6,0.126821171133143
SAT1,0.469335675575928
SAT2,-0.327004683005581
SATB2,-0.00212428690446575
SATB2-AS1,-0.0502805163411502
SAV1,-0.278155757447111
SAXO1,-3.34350465259216
SAXO2,0.0982189911748135
SAYSD1,-0.223783656037178
SBDS,-0.925702990672854
SBDSP1,1.28580697025207
SBF1,-0.117083609936843
SBF2,-0.164347252740997
SBF2-AS1,0.161148405062571
SBK1,0.335410468835233
SBNO1,0.301982052423865
SBNO1-AS1,0.439749848528961
SBNO2,-0.0271605444806013
SBSN,0.244552150134923
SBSPON,-5.39311795790147
SC5D,-0.45461113896578
SCAF1,-0.166951195274878
SCAF11,0.469445943392358
SCAF4,-0.303730228722127
SCAF8,-0.331758903445261
SCAI,-0.417630324503641
SCAMP1,-0.0663028253331536
SCAMP1-AS1,0.654012436480691
SCAMP2,0.168565059994129
SCAMP3,0.337707884286325
SCAMP4,0.407611291972443
SCAMP5,-0.922756882373209
SCAND1,-0.0895372045933714
SCAND2P,0.639790666229836
SCAP,0.0869159524687366
SCAPER,0.124639707002909
SCARA3,0.754595820762761
SCARA5,0.10153620838987
SCARB1,0.720443828956088
SCARB2,-0.062955789186401
SCARF1,-1.46706233463599
SCARF2,0.00389409245817319
SCARNA10,1.546075695853
SCARNA12,0.623130789224368
SCARNA13,-0.742554074906676
SCARNA14,-1.69288365509686
SCARNA15,2.3089290234804
SCARNA16,0.588014243393535
SCARNA17,0.241858349265627
SCARNA22,1.54281609272922
SCARNA5,-0.111658819188644
SCARNA9,-0.034679459790337
SCCPDH,-0.146587093992856
SCD,0.6921692265783
SCD5,-0.433097249242736
SCDP1,-0.390859955731293
SCEL,1.4440886577013
SCFD1,0.443682051944721
SCFD2,-0.732229258640328
SCG5,-5.89599919192012
SCGB2B2,-6.5511464395336
SCHIP1,1.90510780521255
SCHLAP1,-25.1674506802692
SCIMP,0.884439727677734
SCIN,-1.23576788586896
SCLT1,-0.766616038354862
SCLY,0.257180756949322
SCMH1,-0.0516278049237913
SCML1,-0.641436420948717
SCML2,1.99922774681006
SCML2P2,-0.733344948152712
SCN1B,-0.686021238429212
SCN2A,-0.88808760180492
SCN4B,-0.953406259390981
SCN5A,-1.62831688682049
SCN8A,0.839487319138439
SCN9A,-0.407829612904465
SCNM1,-0.107906774567305
SCNN1A,-1.01752186067716
SCNN1D,-0.246097528645528
SCO1,-0.369653980828155
SCO2,4.83361205575908
SCOC,0.676788183132556
SCP2,0.123398651356893
SCPEP1,0.45732689563995
SCRIB,-0.435305322376657
SCRN1,-0.767099997922741
SCRN2,0.597108828632156
SCRN3,-0.181761923585268
SCTR,-0.800058889469393
SCUBE1,-2.50341378056814
SCUBE2,-0.366118097596104
SCUBE3,-2.28931008546567
SCYGR1,-3.67224610719053
SCYL1,0.310832077423756
SCYL2,0.102368252176968
SCYL3,0.267353178184244
SDAD1,-0.194782832708282
SDAD1P1,-3.26178948844602
SDC1,0.377063483214025
SDC2,-0.514430260309375
SDC3,-0.599189681803437
SDC4,-0.479966959737573
SDCBP,-0.0451012850056067
SDCBP2,-1.5658569546089
SDCBP2-AS1,0.00807344712625071
SDCBPP3,-0.243853844286975
SDCCAG8,0.496584291417238
SDE2,0.287799577779045
SDF2,-0.0877929720460972
SDF2L1,-0.0537750361179946
SDF4,-0.430051077420841
