,fc
DAGLB,0.0923212177009298
DALRD3,-0.471326752376167
DANCR,0.106321695223608
DAND5,0.122963302940029
DAO,-5.50987126566063
DAP,0.364211623387276
DAP3,0.202676338899737
DAP3P2,-0.500623758479749
DAPK1,-0.347683392352549
DAPK2,-0.583060807928454
DAPK3,-0.326081859410543
DARS1,0.120544770648788
DARS2,0.619824421980883
DAW1,0.782253008396707
DAXX,0.0453949189385728
DAZAP1,-0.672642702864011
DAZAP2,-0.307250295384047
DAZAP2P1,0.149738013982376
DBET,-0.818726892453302
DBF4,-0.633243514443988
DBF4B,-0.413784216978576
DBF4P1,-0.135638333382241
DBI,0.302837720059053
DBIL5P,2.34457205760163
DBN1,-0.219300596591955
DBNDD1,-0.30061167103548
DBNDD2,0.272976680624657
DBNL,-0.0469023844211182
DBP,-1.28910365115572
DBR1,-0.127146899601856
DBT,0.588555866020002
DCAF1,-0.183580988128764
DCAF10,-0.795744389322842
DCAF11,-0.22985505580623
DCAF12,-0.0393674560929216
DCAF13,-0.406420599429107
DCAF13P1,-0.998797193362641
DCAF15,-0.452313293255233
DCAF16,-0.176062617672152
DCAF17,0.0791616526159198
DCAF4,0.125082029994056
DCAF4L1,1.42287717691073
DCAF5,-0.00542608313139996
DCAF6,0.313863279634255
DCAF7,0.292697638457803
DCAF8,-0.305777073550808
DCAKD,-0.498320374024358
DCBLD1,0.126311262406583
DCBLD2,-1.63735409710879
DCHS1,-3.34350465259216
DCK,-0.44080078441366
DCLK1,-3.02883713508254
DCLK2,0.181515155171221
DCLRE1A,0.440801501048863
DCLRE1B,0.144936887893111
DCLRE1C,-0.544150274469393
DCP1A,-0.257606001082577
DCP1B,-0.15912343109241
DCP2,-0.146378488546903
DCPS,0.354317086238152
DCST1-AS1,-0.398341591724295
DCST2,-0.904826916983514
DCTD,-0.544068915859138
DCTN1,-0.374028973042184
DCTN2,0.277003647876623
DCTN3,0.411714748723997
DCTN4,0.109872622675226
DCTN5,-0.318157619197168
DCTN6,0.0244429075493138
DCTPP1,-0.104279307204072
DCUN1D1,0.195486226057291
DCUN1D2,-0.76062511056587
DCUN1D4,-0.0547476566853214
DCUN1D5,-0.0228958581237453
DCXR,0.986936352681102
DCXR-DT,-0.829371260056623
DDA1,0.07121096256206
DDAH1,-0.14530416248483
DDAH2,0.337990669532056
DDB1,-0.0581696953169362
DDB2,-0.710623043719481
DDHD1,-1.1256538049008
DDHD2,-0.535826927125169
DDI2,-0.653340078646861
DDIAS,-0.0678088195349865
DDIT3,1.14571874032033
DDIT4,-0.0894013917628542
DDIT4L,0.0078066044506726
DDN-AS1,-0.617387168226606
DDOST,-0.61441652614947
DDR1,-0.314997649524699
DDRGK1,0.248969039391456
DDT,1.27960877696638
DDTL,0.768729610359033
DDTP1,-3.31035089575785
DDX1,0.0579865290426433
DDX10,-0.512509574933815
DDX11,0.662201633995626
DDX12P,-0.198864040383354
DDX17,0.0858528723230675
DDX18,-0.459933384678336
DDX18P5,-2.34201251876554
DDX19A,-0.350480515211354
DDX19B,0.854250412183152
DDX20,-0.212907047125427
DDX21,-0.663844674794422
DDX23,-0.793656130763497
DDX24,-0.439506754912298
DDX27,-0.643234453194865
DDX28,-0.610140795379567
DDX31,-0.209373616258462
DDX39A,-0.188497842062317
DDX39B,-0.330167257110919
DDX3X,0.177653346693395
DDX3Y,-0.275427377155923
DDX41,0.0991872229361151
DDX42,-0.847580417874236
DDX43,0.262329346091471
DDX46,-0.340294373850242
DDX47,0.41152438803038
DDX49,-0.284212252465926
DDX5,-0.210386922354706
DDX50,0.0668426511354863
DDX51,-0.241309548779736
DDX52,0.130331093595174
DDX54,-0.258385165213478
DDX55,-0.537637201563185
DDX56,-0.192858465344048
DDX58,0.559840430411419
DDX59,0.555103652713359
DDX6,0.00818880876376741
DDX60,0.502298733538199
DDX60L,1.49397580591356
DEAF1,-0.718198196987932
DECR1,-0.144820292022658
DECR2,-0.496925452373984
DEDD,-0.103272852397514
DEDD2,-0.60099262255165
DEF6,-0.669050429792708
DEF8,-0.201597549118098
DEFB1,0.735696934365056
DEFB109D,0.145619412710665
DEFB131B,-1.55670640230046
DEFB131E,-0.751758869150667
DEGS1,0.890390218820431
DEGS2,-1.11936410232851
DEK,-0.279651774318829
DELE1,-0.873593079068078
DELEC1,0.185488872697868
DENND10,0.198030294971926
DENND10P1,-0.0267662045004986
DENND11,0.982344229700174
DENND1A,0.00725089906357005
DENND1B,-0.691199592797256
DENND1C,0.542719917781721
DENND2B,-0.339993153981265
DENND2C,-0.189189529420109
DENND2D,-0.649187673073898
DENND3,0.726974224072519
DENND4A,0.31297808850289
DENND4B,-0.316088272445989
DENND4C,-0.418763843471837
DENND5A,1.43110240117754
DENND5B,-0.867828168295522
DENND5B-AS1,-1.55178552569788
DENND6A,-0.815641919368988
DENND6B,-0.548015888666553
DENR,-0.792328034062594
DEPDC1,-0.936557777575761
DEPDC1-AS1,-3.99511851037335
DEPDC1B,-0.473347350009713
DEPDC4,-0.00297339192730613
DEPDC5,-0.497838029921953
DEPDC7,-0.13869816503249
DEPP1,-1.0983610193221
DEPTOR,-0.647509668219563
DERA,0.0890870550179943
DERL1,1.13198753940009
DERL2,-0.344540155779439
DERL3,-0.210710463616134
DERPC,0.904730862459309
DES,-0.483056546866335
DESI1,0.0594567970266542
DESI2,-0.107634555628651
DET1,-0.227152735078404
DEUP1,1.98538284656419
DEXI,1.05727245859628
DFFA,0.230266626469763
DFFB,-0.657740337683309
DFFBP1,-0.45991415044642
DGAT1,-0.932607693604896
DGAT2,-6.45140050236446E-4
DGCR11,-0.135905882698595
DGCR2,-0.40118886370109
DGCR5,-2.23469924012577
DGCR6,-0.660187418717856
DGCR6L,-0.483586327445078
DGCR8,-0.683594292651872
DGCR9,-0.24868054626369
DGKA,0.204878786192219
DGKD,-0.869169698103769
DGKE,0.3383706112347
DGKG,1.00996269504232
DGKH,0.534198207019738
DGKQ,-0.525706977037486
DGKZ,-0.00494949152447927
DGKZP1,-0.857879954316605
DGLUCY,-0.369307479094313
DGUOK,0.331708212736678
DGUOK-AS1,1.58792446939581
DHCR24,-0.182145433291003
DHCR24-DT,0.0013128267941061
DHCR7,0.558185442193971
DHDDS,-0.178359926115773
DHDH,-0.572587153648457
DHFR,0.00819664740747461
DHFRP1,-0.27959948536029
DHODH,0.159183960932241
DHPS,0.171133542836346
DHRS1,0.52207239494538
DHRS11,0.222158667502925
DHRS12,-1.00015421852345
DHRS13,-1.04007266699602
DHRS2,-1.74832565616678
DHRS3,-0.37523312987161
DHRS4,-0.575834860062026
DHRS4-AS1,-0.0559727857830619
DHRS4L2,-0.114109157592736
DHRS7,-0.353267396417723
DHRS7B,0.533641499130369
DHRSX,0.188542517920888
DHTKD1,0.350437585311219
DHX15,0.327549489517532
DHX16,-0.248068100599691
DHX29,-0.242302465561839
DHX30,0.145323462957168
DHX32,0.0463229489442054
DHX33,-0.227500898389407
DHX34,-0.0764863864900318
DHX35,0.102552206464575
DHX36,-0.320497528106277
DHX37,-1.85396471730793
DHX38,-0.2876555963713
DHX40,0.353474376224045
DHX57,0.264787473893656
DHX58,0.305906653642508
DHX8,-0.68642255787721
DHX9,-0.144059526225703
DIABLO,0.0556691216090027
DIAPH1,-0.981120541123879
DIAPH2,0.107479498997108
DIAPH3,-0.0739590412979423
DICER1,0.713394478350594
DICER1-AS1,0.392600084459545
DIDO1,0.100259726718478
DIMT1,-0.392189300337904
DINOL,2.50830446103521
DIO3,-2.85854989189278
DIP2A,0.497283692226717
DIP2B,-0.0985716246034828
DIP2C,0.234576828201278
DIPK1A,-0.477617822227413
DIPK1B,-0.853084897928527
DIPK2A,-0.464625037897127
DIRAS1,-0.550521546532448
DIS3,-0.550575270385834
DIS3L,0.0817854465379723
DIS3L2,-0.23499326981194
DISC1,-1.39536876851011
DISP2,0.101387616997791
DISP3,-2.1672108300571
DIXDC1,0.320729864234722
DKC1,-0.812512204337568
DKK1,0.40590542325448
DKK3,-0.649613681845693
DKKL1,-0.243950254381274
DLAT,0.0400349411128705
DLC1,-0.507194055069978
DLD,-0.185488921090114
DLEC1,-0.472605452636379
DLEU1,-0.224300768649365
DLEU2,-0.662718261635289
DLEU7,0.200337669020829
DLG1,-0.0272291952854781
DLG2,-1.55058424381314
DLG3,0.424313570929902
DLG4,0.175945749128701
DLG5,1.24232897954614
DLG5-AS1,0.875469324269294
DLGAP1,0.282584612030887
DLGAP1-AS1,-0.134747308282211
DLGAP1-AS2,0.296889397837845
DLGAP3,-0.981421301054628
DLGAP4,0.00907776588092908
DLGAP5,0.18437133770394
DLK2,0.927891485710561
DLL3,-0.0469252234956411
DLL4,-3.1552257834594
DLST,0.406203413275956
DLSTP1,-0.185484117380463
DLX1,0.640001510150532
DLX2,-2.63976278895745
DLX4,-0.272060430134596
DLX6,-1.10175168064312
DMAC1,0.66433583180278
DMAC2,0.397632118872842
DMAC2L,0.580040116634689
DMAP1,0.220557521021049
DMBT1,1.6138594309568
DMBX1,-5.08258197848182
DMC1,0.0870966721367931
DMKN,0.360963310287773
DMPK,0.113545524608371
DMRT2,-2.06330572236644
DMRT3,-0.700381135943352
DMRTA1,0.0155257085508051
DMTF1,0.345410125221677
DMTN,-0.33569351438091
DMWD,0.3144598956009
DMXL1,-0.388879803140794
DMXL2,-0.209738746770844
DNA2,-0.606509049136229
DNAAF1,1.70289867014648
DNAAF2,0.216772075850654
DNAAF3,-0.550113788053533
DNAAF4,0.489778377905733
DNAAF4-CCPG1,0.121700010669087
DNAAF5,0.277319271440136
DNAH1,-0.815529754863698
DNAH11,1.38532790085235
DNAH14,0.286956757927355
DNAH17,-0.481838788657083
DNAH17-AS1,-0.457476928470044
DNAH2,-0.28779275091278
DNAH3,1.57601158041297
DNAH5,0.109154551545328
DNAH6,1.04468645876301
DNAH7,0.881447789169339
DNAI1,-0.198648859732687
DNAJA1,-0.0825937587024655
DNAJA2,-0.341377179532514
DNAJA3,-0.043983618387095
DNAJA4,0.569626812877803
DNAJB1,0.0787900350232078
DNAJB11,-0.133878378545376
DNAJB12,-0.208423869126121
DNAJB14,-0.0932156479433168
DNAJB2,0.640231180241004
DNAJB4,0.088115213029774
DNAJB5,0.600967248633501
DNAJB6,0.857019048667735
DNAJB7,0.140391592200769
DNAJB9,-0.392340135878473
DNAJC1,0.457391771516113
DNAJC10,-0.780388615349398
DNAJC11,0.304433732852682
DNAJC12,-0.702588732370512
DNAJC13,-0.465455311361836
DNAJC14,0.287321501254832
DNAJC15,-0.810091887756335
DNAJC16,-0.131472628653975
DNAJC17,-0.231714263330585
DNAJC18,0.12247223464149
DNAJC19,-0.0164887398933292
DNAJC19P3,-0.830994178053431
DNAJC19P9,0.264511200460595
DNAJC2,-0.29226455011078
DNAJC21,-0.100962040419941
DNAJC22,-0.987490379910796
DNAJC24,-0.0890978861267735
DNAJC25,-0.953254904968216
DNAJC25-GNG10,0.109168915013198
DNAJC27,-1.2327378350761
DNAJC27-AS1,0.755666620475733
DNAJC3,-0.471787485959961
DNAJC30,-0.56222681413569
DNAJC4,-0.565976132561783
DNAJC5,0.0612267698005324
DNAJC6,0.537989643549369
DNAJC7,-0.157986175116365
DNAJC8,-0.0412223986270462
DNAJC8P1,-0.790087846264201
DNAJC9,-0.0116515687701678
DNAL1,-0.875639405780689
DNAL4,0.108506670902877
DNASE1,-1.82622975273874
DNASE1L1,0.0999236320238727
DNASE1L2,-0.241280793396075
DNASE2,-0.0590748027223566
DND1P1,0.814996293644489
DNER,0.545938468287149
DNHD1,-0.396678482483964
DNLZ,-1.44156359422187
DNM1,1.24824657379635
DNM1L,-0.345034016040415
DNM1P35,-0.422338609720778
DNM1P41,0.154878404611238
DNM1P47,0.535119668490034
DNM2,0.287803024187649
DNM3,-0.869623783038317
DNMBP,-0.52130010451416
DNMT1,0.137261579584315
DNMT3A,-0.0845012063519061
DNMT3B,-1.14113224127033
DNPEP,0.445747586180988
DNPH1,0.236187375436754
DNTTIP1,0.127013780517743
DNTTIP2,-0.331348352219849
DOC2A,-1.0483403773342
DOC2B,-0.0815966603137986
DOC2GP,-0.126793526253463
DOCK1,0.378067390710901
DOCK10,-0.300255389018994
DOCK11,0.366660775973748
DOCK3,0.829834360264444
DOCK4,1.11741184332104
DOCK5,1.12404051765858
DOCK6,-0.285390723111984
DOCK7,0.240980300004854
DOCK8,0.36422421983422
DOCK8-AS1,1.43502628970164
DOCK9,-0.187114146365801
DOCK9-DT,0.408042402997838
DOHH,-0.278760108618253
DOK1,0.250638547965454
DOK3,-0.878933859964085
DOK4,0.0117125900676052
DOK7,-1.0887130193044
DOLK,-0.369791320015133
DOLPP1,0.308449622435537
DONSON,0.279959109936167
DOP1A,-0.45120820359898
DOP1B,0.428837740384927
DOT1L,1.70955300297216
DPAGT1,0.177681426410941
DPCD,-0.300717784172687
DPEP2,-0.448589841416731
DPF1,0.235670969230566
DPF2,0.16288649264703
DPF3,-1.08880002499513
DPH1,0.703215881433199
DPH2,-0.457746033562864
DPH3,0.254602979423723
DPH5,0.44164953993702
DPH6,-0.0612973811587909
DPH7,0.0141086182502268
DPM1,-0.178500254106149
DPM2,0.105358015039893
DPM3,-0.162481402653114
DPP3,0.0940056368179515
DPP4,0.0708378987151231
DPP7,0.592432268876387
DPP8,-0.291149739581192
DPP9,0.0260937660478357
DPPA2P3,-4.77458449166501
DPRXP6,-3.99511851037335
DPY19L1,-0.0481445902911555
DPY19L1P1,-0.0879693457820937
DPY19L1P2,-0.602905478591283
DPY19L2,0.519553863967633
DPY19L2P1,0.425152205271945
DPY19L2P2,0.61657544341055
DPY19L3,-0.162259113137614
DPY19L4,-0.199498586230344
DPY30,0.405976956488114
DPYSL2,0.273087023766554
DPYSL3,0.0838319532930226
DPYSL4,-1.05438150005782
DPYSL5,0.548454651993998
DQX1,0.0826244508328211
DR1,0.42461429611631
DRAIC,-0.964102598809985
DRAM1,0.404212932622018
DRAM2,-0.430161603826587
DRAP1,0.075084219445862
DRG1,0.0546262956107202
DRG1P1,0.352871878728807
DRG2,0.125310346419363
DROSHA,-0.788675207926912
DRP2,0.522139110411113
DSC2,0.366851068931395
DSC3,0.0712685898278111
DSCAML1,-3.53599419342701
DSCC1,0.142249071517593
DSCR9,-4.78324823162061
DSE,0.6608209818033
DSG2,-0.351685539350047
DSN1,0.0145203589901061
DSP,0.182262062572959
DST,0.388456292801112
DST-AS1,0.335556582132783
DSTN,0.0489564088351091
DSTNP1,-0.337524934825694
DSTNP2,0.886826201949624
DSTYK,-0.337994552826027
DTD1,0.304229040102126
DTD2,0.717600758961278
DTL,0.207274411692582
DTNA,-0.89810448778767
DTNB,-0.717561648621987
DTNBP1,0.195187173535857
DTWD1,0.24939839628273
DTWD2,-1.14015907117112
DTX1,-1.01089082637918
DTX2,0.155750175738884
DTX2P1-UPK3BP1-PMS2P11,0.123808643764567
DTX3,0.633072227665292
DTX3L,-0.168577957373873
DTX4,-0.508998166583778
DTYMK,0.23820739638058
DUBR,0.510699024772824
DUOX1,0.593894970100388
DUOX2,0.0969477685377314
DUS1L,-0.760856220958755
DUS2,-0.183174896991854
DUS3L,-0.745657532672525
DUS4L,-0.493974819507635
DUS4L-BCAP29,0.335918917482759
DUSP1,0.589765329307178
DUSP10,-0.80051580023743
DUSP11,0.141162875141964
DUSP12,-0.185658008786621
DUSP13,-2.03317283910304
DUSP14,-0.179889613984112
DUSP15,-2.91294445746823
DUSP16,-0.655236059508038
DUSP18,-0.433510937227441
DUSP2,2.39010805644081
DUSP22,-0.31714962955936
DUSP23,-0.253079576036286
DUSP28,-0.031202992512725
DUSP3,-0.439542859622343
DUSP4,0.037729732335837
DUSP5,1.68660362392789
DUSP5P1,-0.596169988069298
DUSP6,1.15982007088969
DUSP7,-0.049926844124123
DUSP8,0.746535578686341
DUSP8P5,-0.653696815922114
DUSP9,-1.00148228144089
DUT,0.22987798105114
DUTP6,-2.08135733262161
DUX4L26,-0.689669678647218
DUX4L34,0.681993301905633
DUX4L37,-1.81566821143302
DUX4L50,-0.0376186318969107
DUX4L9,-0.724670534408763
DUXAP1,-0.115691154522749
DUXAP8,-0.137849321079615
DUXAP9,-0.187182943694685
DVL1,-0.205453676835099
DVL2,0.0324234251638785
DVL3,-0.183890117193528
DXO,0.0845975200035468
DYM,0.0920761314346619
DYNC1H1,-0.148899879730501
DYNC1I1,-2.68514578145061
DYNC1I2,-0.31437897785592
DYNC1I2P1,0.0935133094941794
DYNC1LI1,-0.0856496644662388
DYNC1LI2,0.141840402675634
DYNC2H1,0.350861683044567
DYNC2LI1,0.14199061692243
DYNLL1,-0.271933692457798
DYNLL1P1,-0.127489990306432
DYNLL1P2,-0.326874781998717
DYNLL2,0.348520594485512
DYNLRB1,-0.157338826145666
DYNLT1,0.772214484189795
DYNLT3,-0.517662882518118
DYNLT3P2,-2.53700709868677
DYRK1A,-0.561996813746651
DYRK2,0.248456214463807
DYRK3,-0.0964879267611626
DYRK4,-0.089626587571127
DYSF,0.175734471798752
DZANK1,0.767901977344932
DZIP1,0.0616474134118033
DZIP1L,-0.529311432064882
DZIP3,0.108647818866701
E2F1,0.0555681118455076
E2F2,-0.58883640742696
E2F3,0.245216725300901
E2F4,0.195350119721124
E2F5,-0.503964894267704
E2F6,0.134498465826522
E2F6P1,0.251542362539554
E2F6P2,0.252977027109525
E2F6P3,0.217344443933765
E2F7,0.346021262132905
E2F8,0.447366916832096
E4F1,0.00472632796277491
EAF1,0.338139118558701
EAF2,-0.145554597418313
EAPP,0.635887177104337
EARS2,-0.738888980672695
EBAG9,0.113324145847952
EBAG9P1,-0.250341030521792
EBF4,-1.2134097440992
EBI3,-0.165612170157417
EBLN2,1.02359815099512
EBLN3P,0.631118274765118
EBNA1BP2,-0.732695919651172
EBP,0.343949509415945
EBPL,-0.669152851853841
ECD,-0.33084289376487
ECE1,-0.484526650022339
ECH1,0.151851089937339
ECHDC1,0.31357879626212
ECHDC2,-0.428968886525924
ECHDC3,-0.103716978610522
ECHS1,0.780826109062513
ECI1,-0.772637232127989
ECI2,0.428443247375543
ECM1,-0.316563973894793
ECPAS,0.108995146519033
ECSIT,0.473970027184083
ECT2,-0.274865985854548
EDA,0.275469904730363
EDC3,-0.610876940210529
EDC4,0.623167005002878
EDEM1,0.0257790890913629
EDEM2,0.29483881522065
EDEM3,0.339072728879961
EDF1,0.133625385053249
EDIL3,0.311265568907794
EDIL3-DT,-0.422247634495386
EDN1,2.80097372313701
EDN2,-2.88483621323336
EDNRA,-0.106177396472162
EDRF1,-0.383472426953332
EDRF1-DT,0.662959560610437
EEA1,0.369159938508463
EED,-0.192577728405961
EEF1A1,0.106351926047931
EEF1A1P10,-2.03485433614054
EEF1A1P11,-0.100815153059095
EEF1A1P12,0.0725013103906814
EEF1A1P13,-0.277717190605668
EEF1A1P14,0.156656175854641
EEF1A1P16,0.622990415511761
EEF1A1P19,-0.568075854691458
EEF1A1P22,0.0448065363210941
EEF1A1P25,0.734811058111419
EEF1A1P29,-0.742168429425774
EEF1A1P4,-0.4622888233217
EEF1A1P5,-0.119597685227678
EEF1A1P6,-0.0937400644983148
EEF1A1P8,-0.142220287162694
EEF1A1P9,-0.230898519968563
EEF1A2,0.00354403528826157
EEF1AKMT1,-0.468360108992165
EEF1AKMT2,0.694710317635103
EEF1AKMT3,-0.692653069521218
EEF1AKMT4,0.352096277895983
EEF1AKNMT,-0.0909236715368515
EEF1B2,0.50742830621881
EEF1B2P1,0.452512082213625
EEF1B2P2,-1.13250317763136
EEF1B2P3,-0.527403849315214
EEF1B2P6,-0.485522262956536
EEF1D,-0.4079668006628
EEF1DP1,-0.336930399663848
EEF1DP2,-1.64409731234051
EEF1DP8,-0.830994178053431
EEF1E1,-0.444962119673329
EEF1G,0.37790062872284
EEF1GP5,-0.756510090641481
EEF2,0.10417629464995
EEF2K,-0.0186477429866619
EEF2KMT,-0.412644061714755
EEFSEC,0.77255529345947
EEPD1,0.405826460255971
EFCAB11,-0.614185349156477
EFCAB13,-0.198916130490975
EFCAB14,0.291082297040227
EFCAB2,-0.709052810018138
EFCAB5,-1.29071649593557
EFCAB6,-0.00511734049613829
EFCAB7,-0.460085029278883
EFCC1,0.884566467803337
EFEMP1,0.414045555374053
EFEMP2,-0.604605550148242
EFHB,0.813361146405343
EFHC1,0.336245854771316
EFHD1,-0.968887095551951
EFHD2,-0.0271211284362833
EFL1,-0.611094474361703
EFL1P1,0.0797016142459014
EFNA1,-0.35995860398229
EFNA2,-0.745930497762946
EFNA3,0.412846437504033
EFNA4,0.226818770077787
EFNA5,0.132378351990295
EFNB1,-0.902868376440888
EFNB3,-0.474742036531222
EFR3A,-0.187204326956495
EFR3B,0.286887423268641
EFTUD2,-0.237345792043205
EGF,-1.2253990209042
EGFEM1P,-5.84817393512054
EGFL7,-0.461264343632268
EGFL8,3.45529071772543
EGFLAM,-0.960324720789811
EGFR,-0.0361635491599898
EGLN1,-0.327142028124589
EGLN1P1,-0.363347630539605
EGLN2,0.8502554483724
EGLN3,-0.952422643726428
EGR1,0.822804734060862
EHBP1,-0.568396873104401
EHBP1L1,0.117422262664821
EHD1,0.222668039164025
EHD2,0.516042375172142
EHD3,0.538702253397726
EHD4,0.24650452716317
EHHADH,0.342980251875418
EHMT1,0.0317815772943308
EHMT2,-0.438882821309741
EI24,-0.152984013811674
EI24P2,-0.168879330141548
EID1,-0.753703137253613
EID2,0.0709831681318788
EID2B,0.39959667150383
EID3,-0.170786099856083
EIF1,0.254527220908924
EIF1AD,0.0941296681047188
EIF1AX,0.184364003273366
EIF1AXP1,-0.277894920566118
EIF1AY,-0.144782479282786
EIF1B,-0.581686199702514
EIF1B-AS1,0.667290114264647
EIF1P3,0.397470350707389
EIF1P7,0.130449324349796
EIF2A,0.0591342300220092
EIF2AK1,0.342052565523494
EIF2AK2,-0.0676057335426316
EIF2AK3,-0.132882677959901
EIF2AK3-DT,1.03542787428954
EIF2AK4,-0.290580329111175
EIF2B1,-0.186451639883545
EIF2B2,-0.317066176104975
EIF2B3,0.312345487974402
EIF2B4,0.397541927187702
EIF2B5,-0.264364807197578
EIF2D,0.0217486263605253
EIF2S1,-0.0950406459312511
EIF2S2,-0.501549729143557
EIF2S2P4,0.651775303130875
EIF2S3,-0.0383200451931711
EIF2S3B,-0.0364724555484298
EIF3A,-0.657403948132325
EIF3B,-0.619158501666885
EIF3C,-0.331664642751406
EIF3CL,0.20215733672035
EIF3D,-0.292800741059307
EIF3E,0.182942588930157
EIF3EP1,-0.529451529687762
EIF3F,-0.233466608447147
EIF3FP3,-0.00919086746171731
EIF3G,0.2061225556657
EIF3H,0.155122449543676
EIF3I,-0.0645090088178443
EIF3J,0.0816676568920451
EIF3J-DT,0.384804798524252
EIF3K,0.216806654903084
EIF3L,0.259934171283351
EIF3LP2,0.0355777755645887
EIF3LP3,-0.936823661820216
EIF3M,0.0686957545845894
EIF4A1,-0.721840319627365
EIF4A1P10,0.803556958424753
EIF4A1P11,-1.68634029126752
EIF4A1P2,1.03624004121282
EIF4A1P4,1.00280316722033
EIF4A1P7,1.43094982161726
EIF4A2,-0.396603409375648
EIF4A2P4,0.326229497749152
EIF4A3,0.210818158428094
EIF4B,0.357180772107782
EIF4BP2,-1.41081124300338
EIF4BP3,-0.334250843485955
EIF4BP5,-0.765817100322421
EIF4BP6,-0.0272916376563493
EIF4BP7,-0.198674110695453
EIF4BP9,-1.58280498924446
EIF4E,-0.136021670786157
EIF4E2,0.264845676867157
EIF4E3,-0.593474478270107
EIF4EBP1,0.228482490570902
EIF4EBP2,-0.936673212893103
EIF4ENIF1,0.116865875286278
EIF4EP2,0.136349284533959
EIF4G1,0.0694622340504417
EIF4G2,0.13861448069083
EIF4G3,0.0317424690132557
EIF4H,0.250589927219786
EIF4HP1,-0.264438760002083
EIF5,-0.0935214742773752
EIF5A,-0.149186069442069
EIF5A2,-1.4587839670445
EIF5AL1,0.145834974627428
EIF5AP4,0.146952378158334
EIF5B,-0.528471962316782
EIF6,-0.863332338365901
EIPR1,-0.0185128649038719
ELAC1,0.978791603232183
ELAC2,-0.010364118916094
ELAVL1,-0.0754984796708645
ELDR,-2.09503042887094
ELF1,0.125049236793133
ELF2,-1.55980013855416
ELF3,-0.285578511266943
ELF3-AS1,0.835801766607903
ELF4,-0.0182491813124376
ELFN1-AS1,0.396862126569087
ELK1,-0.00927079334684708
ELK3,0.656152035483601
ELK4,1.24285179304196
ELL,0.135150122892619
ELL2,-4.88493142711851E-4
ELL2P1,-0.821956237508214
ELL3,-0.653732045953539
ELMO2,0.837529103012746
ELMO3,-1.37231889120756
ELMOD1,-1.30472965503305
ELMOD2,0.261485937140127
ELMOD3,0.287724664913401
ELOA,-1.0814576201902
ELOA-AS1,0.175697938493192
ELOA3,-0.830994178053431
ELOA3B,-0.830994178053431
ELOA3D,-0.830994178053431
ELOB,0.594362607008933
ELOC,0.141679682580476
ELOCP19,0.030556763161378
ELOF1,0.00992061939974935
ELOVL1,-0.46048446788289
ELOVL2,0.392882634341935
ELOVL3,-0.982000938504266
ELOVL4,-0.86754480542581
ELOVL5,0.227334930237887
ELOVL6,-0.339124396280289
ELOVL7,0.988943169720402
ELP1,-1.17318582116716
ELP2,-0.1592875041912
ELP3,-0.46399338751575
ELP4,-0.0816284282410971
ELP5,-0.561754935578765
ELP6,-0.108084836911732
EMB,0.172781181692039
EMBP1,0.0625593206869926
EMC1,0.275742364608842
EMC1-AS1,-0.177696513651976
EMC10,-0.236458254047908
EMC2,0.71164538590682
EMC3,-0.0560206131831777
EMC3-AS1,0.209541666703662
EMC4,0.0872472892917691
EMC6,1.21593481830579
EMC7,-0.383028684631058
EMC8,-0.0230129539656668
EMC9,-0.244856939329913
EMD,0.389237753769512
EME1,0.16504793060052
EME2,0.163117229153998
EMG1,0.0718776841068433
EMID1,-0.499669570077843
EMILIN1,-1.09536797845069
EMILIN2,0.0932126568426664
EML1,0.168398712328897
EML2,0.17904037355409
EML3,0.00309128520288076
EML4,0.00490448070667345
EML5,-0.0894856332866706
EML6,0.218871103306314
EMP1,0.996342947338402
EMP2,0.370387142913309
EMP3,0.0982770086957259
EMSLR,0.193208060037289
EMSY,-0.303935671132391
EMX1,-2.42519442187331
EN2,-0.0154793331876591
ENAH,0.199445418774287
ENC1,-0.0914178810340501
ENDOD1,0.0177687832668918
ENDOV,-0.347163702556596
ENG,-1.10917634707303
ENGASE,-0.298148612105081
ENHO,-0.210914809491367
ENKD1,-0.094140397496921
ENO1,0.521847399028396
ENO1P1,-0.769111518999841
ENO1P4,-4.53443063550168
ENO2,1.00741369010644
ENO3,0.167720530390324
ENO4,-1.79487633495396
ENOPH1,-0.263513478672416
ENOSF1,0.307567853388663
ENOX1,-2.53794124952958
ENOX2,0.359866046497833
ENPEP,-0.462698336383243
ENPP1,-0.0027050909567292
ENPP2,0.463944232638743
ENPP4,-0.0200990152759897
ENPP5,-0.41787288961069
ENPP7P11,-0.467931112984461
ENPP7P7,2.45686167581024
ENSA,-0.854233320014084
ENSAP2,1.22404910524193
ENTPD1,1.11323851484323
ENTPD1-AS1,-1.05334999796488
ENTPD2,-1.62979592941466
ENTPD3,-1.10242669288414
ENTPD3-AS1,-0.163730938621745
ENTPD4,-0.117207398934502
ENTPD5,-0.243296208657804
ENTPD6,-0.100218407481966
ENTPD7,-0.597210486273754
ENTPD8,-2.46333496663162
ENTR1,0.56356525186068
ENTR1P1,0.357437113613076
ENTR1P2,-0.199461322002064
ENY2,0.290529969718471
EOGT,0.130348509501076
EOLA1,-0.29168273661497
EOLA2,-0.262655888788374
EOMES,1.76920367638745
EP300,-0.00454119881929014
EP300-AS1,-0.774053689011792
EP400,-0.215973139831947
EP400P1,0.192674790253602
EPAS1,-0.0493453058859481
EPB41,-0.419536399213885
EPB41L1,-1.0336329815907
